BIN,IssuingCountry,ChargebackFlag
371566,UNITED STATES,0.0
371571,UNITED STATES,0.0
371574,UNITED STATES,0.0
371577,UNITED STATES,0.0
371578,UNITED STATES,0.0
371581,UNITED STATES,1.0
371589,UNITED STATES,1.0
371592,UNITED STATES,0.0
371602,UNITED STATES,0.0
371612,UNITED STATES,0.0
371616,UNITED STATES,0.0
371629,UNITED STATES,0.0
371637,UNITED STATES,0.0
371642,UNITED STATES,0.0
371643,UNITED STATES,0.0
371646,UNITED STATES,0.0
371654,UNITED STATES,0.0
371656,UNITED STATES,0.0
371658,UNITED STATES,0.0
371682,UNITED STATES,0.0
371683,UNITED STATES,0.0
371684,UNITED STATES,0.0
371689,UNITED STATES,0.0
371691,BELGIUM,0.0
371699,UNITED STATES,0.0
371705,UNITED STATES,0.0
371707,UNITED STATES,0.0
371709,UNITED STATES,0.0
371731,UNITED STATES,0.0
371738,UNITED STATES,0.0
371742,UNITED STATES,0.0
371759,UNITED STATES,1.0
371781,UNITED KINGDOM,0.0
371797,UNITED STATES,0.0
371803,UNITED STATES,0.0
371804,UNITED STATES,0.0
371806,UNITED STATES,0.0
371808,UNITED STATES,0.0
371815,UNITED STATES,0.0
371823,UNITED STATES,0.0
371837,UNITED STATES,0.0
371839,UNITED STATES,0.0
371847,UNITED STATES,0.0
371858,UNITED STATES,0.0
371874,UNITED STATES,0.0
371887,UNITED STATES,0.0
371892,UNITED STATES,0.0
371897,UNITED STATES,0.0
371910,UNITED STATES,0.0
371925,UNITED STATES,0.0
371929,UNITED STATES,0.0
371930,UNITED STATES,0.0
371951,UNITED STATES,0.0
371955,UNITED STATES,0.0
371999,UNITED STATES,0.0
372026,UNITED STATES,0.0
372030,UNITED STATES,0.0
372033,UNITED STATES,0.0
372037,UNITED STATES,0.0
372039,UNITED STATES,0.0
372051,UNITED STATES,1.0
372061,UNITED STATES,0.0
372063,UNITED STATES,0.0
372068,UNITED STATES,0.0
372083,UNITED STATES,0.0
372084,UNITED STATES,0.0
372088,UNITED STATES,0.0
372090,UNITED STATES,0.0
372098,UNITED STATES,0.0
372126,UNITED STATES,0.0
372140,UNITED STATES,0.0
372144,UNITED STATES,0.0
372159,UNITED STATES,0.0
372161,UNITED STATES,0.0
372164,UNITED STATES,0.0
372179,UNITED STATES,0.0
372184,UNITED STATES,0.0
372190,UNITED STATES,0.0
372197,UNITED STATES,0.0
372204,UNITED STATES,0.0
372215,UNITED STATES,0.0
372232,UNITED STATES,0.0
372248,UNITED STATES,0.0
372252,UNITED STATES,0.0
372260,UNITED STATES,0.0
372282,UNITED STATES,0.0
372311,UNITED STATES,1.0
372318,UNITED STATES,0.0
372355,UNITED STATES,0.0
372364,UNITED STATES,0.0
372366,UNITED STATES,0.0
372381,GERMANY,0.0
372384,ITALY,0.0
372390,UNITED STATES,0.0
372391,UNITED STATES,0.0
372396,UNITED STATES,0.0
372403,UNITED STATES,0.0
372407,UNITED STATES,0.0
372418,UNITED STATES,0.0
372425,UNITED STATES,0.0
372427,UNITED STATES,0.0
372432,UNITED STATES,0.0
372434,UNITED STATES,0.0
372440,UNITED STATES,0.0
372474,UNITED STATES,0.0
372501,UNITED STATES,0.0
372504,UNITED STATES,0.0
372518,UNITED STATES,0.0
372522,UNITED STATES,0.0
372529,UNITED STATES,0.0
372535,UNITED STATES,0.0
372537,UNITED STATES,0.0
372548,UNITED STATES,0.0
372551,UNITED STATES,0.0
372553,UNITED STATES,0.0
372568,UNITED STATES,0.0
372569,UNITED STATES,0.0
372572,UNITED STATES,0.0
372575,UNITED STATES,0.0
372581,UNITED STATES,1.0
372582,UNITED STATES,0.0
372587,UNITED STATES,0.0
372589,UNITED STATES,0.0
372591,UNITED STATES,0.0
372597,UNITED STATES,0.0
372598,UNITED STATES,0.0
372613,UNITED STATES,0.0
372640,UNITED STATES,0.0
372646,UNITED STATES,0.0
372649,UNITED STATES,0.0
372656,UNITED STATES,0.0
372675,UNITED STATES,0.0
372695,UNITED STATES,0.0
372725,UNITED STATES,0.0
372762,UNITED STATES,0.0
372763,UNITED STATES,0.0
372780,UNITED STATES,0.0
372787,UNITED STATES,0.0
372799,UNITED STATES,0.0
372808,UNITED STATES,0.0
372814,UNITED STATES,0.0
372828,UNITED STATES,0.0
372830,UNITED STATES,0.0
372832,UNITED STATES,0.0
372849,UNITED STATES,0.0
372851,UNITED STATES,0.0
372861,UNITED STATES,0.0
372870,UNITED STATES,0.0
372873,UNITED STATES,0.0
372883,UNITED STATES,0.0
372884,UNITED STATES,0.0
372886,UNITED STATES,0.0
372898,UNITED STATES,0.0
372904,UNITED STATES,0.0
372905,UNITED STATES,0.0
372908,UNITED STATES,1.0
372912,UNITED STATES,0.0
372923,UNITED STATES,0.0
372927,UNITED STATES,0.0
372937,UNITED STATES,0.0
372951,UNITED STATES,0.0
372961,UNITED STATES,0.0
372965,UNITED STATES,0.0
372979,UNITED STATES,0.0
372983,UNITED STATES,0.0
372986,UNITED STATES,0.0
372990,UNITED STATES,0.0
372994,UNITED STATES,0.0
373006,INDIA,0.0
373021,UNITED STATES,0.0
373042,UNITED STATES,0.0
373043,UNITED STATES,0.0
373051,UNITED STATES,0.0
373068,UNITED STATES,0.0
373081,UNITED STATES,0.0
373086,UNITED STATES,0.0
373090,UNITED STATES,0.0
373097,UNITED STATES,0.0
373115,UNITED STATES,0.0
373116,UNITED STATES,0.0
373125,UNITED STATES,0.0
373128,UNITED STATES,0.0
373131,UNITED STATES,0.0
373134,UNITED STATES,0.0
373135,UNITED STATES,0.0
373138,UNITED STATES,0.0
373149,UNITED STATES,0.0
373152,UNITED STATES,0.0
373155,UNITED STATES,0.0
373177,UNITED STATES,0.0
373189,UNITED STATES,0.0
373190,UNITED STATES,0.0
373192,UNITED STATES,0.0
373206,UNITED STATES,0.0
373213,UNITED STATES,0.0
373218,UNITED STATES,0.0
373222,UNITED STATES,0.0
373231,UNITED STATES,1.0
373362,UNITED STATES,0.0
373400,UNITED STATES,0.0
373401,UNITED STATES,0.0
373407,UNITED STATES,0.0
373408,UNITED STATES,0.0
373409,UNITED STATES,0.0
373418,UNITED STATES,0.0
373421,UNITED STATES,0.0
373434,UNITED STATES,0.0
373446,UNITED STATES,0.0
373456,UNITED STATES,0.0
373462,UNITED STATES,0.0
373466,UNITED STATES,0.0
373470,UNITED STATES,0.0
373477,UNITED STATES,0.0
373478,UNITED STATES,0.0
373490,UNITED STATES,1.0
373498,UNITED STATES,0.0
373652,UNITED STATES,0.0
373663,UNITED STATES,0.0
373664,UNITED STATES,0.0
373667,UNITED STATES,0.0
373687,UNITED STATES,0.0
373712,UNITED STATES,0.0
373714,UNITED STATES,0.0
373719,UNITED STATES,0.0
373721,UNITED STATES,0.0
373724,UNITED STATES,0.0
373728,UNITED STATES,0.0
373730,UNITED STATES,0.0
373741,UNITED STATES,0.0
373762,UNITED STATES,0.0
373804,UNITED STATES,0.0
373820,UNITED STATES,0.0
373825,UNITED STATES,0.0
373845,UNITED STATES,0.0
373863,UNITED STATES,0.0
373865,UNITED STATES,0.0
373873,UNITED STATES,0.0
373885,UNITED STATES,0.0
373891,UNITED STATES,0.0
373902,UNITED STATES,0.0
373905,UNITED STATES,0.0
373908,UNITED STATES,0.0
373914,UNITED STATES,0.0
373923,UNITED STATES,0.0
373941,UNITED STATES,0.0
373944,UNITED STATES,0.0
373945,UNITED STATES,0.0
373958,UNITED STATES,0.0
373968,UNITED STATES,1.0
373969,UNITED STATES,0.0
373973,UNITED STATES,0.0
373974,UNITED STATES,0.0
373991,UNITED STATES,0.0
374007,MEXICO,0.0
374077,MEXICO,0.0
374102,BELGIUM,0.0
374113,BELGIUM,0.0
374114,BELGIUM,0.0
374118,BELGIUM,0.0
374119,BELGIUM,0.0
374140,BELGIUM,0.0
374168,BELGIUM,0.0
374187,BELGIUM,0.0
374206,UNITED KINGDOM,0.0
374209,UNITED KINGDOM,0.0
374215,UNITED KINGDOM,0.0
374218,UNITED KINGDOM,0.0
374223,UNITED KINGDOM,0.0
374226,UNITED KINGDOM,0.0
374234,UNITED KINGDOM,0.0
374239,UNITED KINGDOM,0.0
374240,UNITED KINGDOM,1.0
374251,UNITED KINGDOM,0.0
374254,UNITED KINGDOM,0.0
374259,UNITED KINGDOM,0.0
374273,UNITED KINGDOM,0.0
374279,UNITED KINGDOM,0.0
374301,UNITED STATES,0.0
374328,UNITED STATES,0.0
374336,UNITED STATES,0.0
374339,UNITED STATES,0.0
374342,UNITED STATES,0.0
374347,UNITED STATES,1.0
374351,UNITED STATES,0.0
374353,UNITED STATES,0.0
374359,UNITED STATES,0.0
374393,UNITED KINGDOM,0.0
374414,INDIA,0.0
374432,INDIA,0.0
374444,UNITED STATES,0.0
374453,UNITED STATES,0.0
374454,UNITED STATES,0.0
374465,INDIA,0.0
374473,INDIA,0.0
374504,UNITED KINGDOM,0.0
374506,UNITED KINGDOM,0.0
374522,UNITED KINGDOM,0.0
374537,UNITED KINGDOM,0.0
374538,UNITED KINGDOM,0.0
374552,UNITED KINGDOM,0.0
374582,UNITED KINGDOM,0.0
374588,UNITED KINGDOM,1.0
374595,UNITED KINGDOM,0.0
374597,UNITED KINGDOM,0.0
374599,UNITED KINGDOM,0.0
374600,UNITED KINGDOM,0.0
374623,FRANCE,0.0
374627,FRANCE,0.0
374639,UNITED STATES,0.0
374661,GERMANY,0.0
374673,ITALY,0.0
374677,ITALY,0.0
374682,JAPAN,0.0
374691,UNITED KINGDOM,0.0
374726,UNITED KINGDOM,0.0
374755,SINGAPORE,0.0
374761,BRAZIL,0.0
374763,BRAZIL,0.0
374764,BRAZIL,0.0
374773,BRAZIL,0.0
374774,BRAZIL,0.0
374775,BRAZIL,1.0
374783,INDIA,0.0
374788,UNITED KINGDOM,0.0
374849,INDIA,0.0
374865,UNITED STATES,0.0
374900,FRANCE,0.0
374901,FRANCE,1.0
374926,FRANCE,0.0
374928,FRANCE,0.0
374934,FRANCE,0.0
374944,FRANCE,1.0
374947,FRANCE,0.0
374980,FRANCE,0.0
375003,GERMANY,0.0
375004,GERMANY,0.0
375006,GERMANY,0.0
375008,GERMANY,0.0
375012,GERMANY,0.0
375015,GERMANY,0.0
375016,GERMANY,0.0
375024,GERMANY,0.0
375027,GERMANY,0.0
375042,GERMANY,0.0
375043,GERMANY,0.0
375048,GERMANY,0.0
375050,GERMANY,0.0
375051,GERMANY,0.0
375072,GERMANY,0.0
375078,GERMANY,0.0
375083,GERMANY,0.0
375084,GERMANY,0.0
375111,UNITED STATES,0.0
375115,BELGIUM,0.0
375122,RUSSIAN FEDERATION,0.0
375135,BRAZIL,0.0
375138,BRAZIL,0.0
375143,UNITED KINGDOM,0.0
375150,UNITED STATES,0.0
375184,UNITED STATES,0.0
375203,ITALY,0.0
375207,ITALY,0.0
375211,ITALY,0.0
375218,ITALY,0.0
375219,ITALY,0.0
375223,ITALY,0.0
375235,ITALY,0.0
375248,ITALY,0.0
375249,ITALY,0.0
375287,ITALY,0.0
375291,ITALY,0.0
375504,UNITED STATES,0.0
375508,UNITED STATES,0.0
375540,FRANCE,0.0
375545,UNITED STATES,0.0
376012,AUSTRALIA,0.0
376018,INDIA,0.0
376019,AUSTRALIA,0.5
376022,AUSTRALIA,1.0
376029,AUSTRALIA,0.0
376043,AUSTRALIA,0.0
376044,AUSTRALIA,0.0
376048,AUSTRALIA,0.0
376052,AUSTRALIA,0.0
376056,AUSTRALIA,0.0
376062,AUSTRALIA,0.0
376067,AUSTRALIA,0.0
376069,AUSTRALIA,0.0
376090,AUSTRALIA,0.0
376105,JAPAN,0.0
376126,JAPAN,0.0
376143,JAPAN,0.0
376165,JAPAN,0.0
376176,JAPAN,0.0
376185,JAPAN,0.0
376193,JAPAN,0.0
376210,SINGAPORE,1.0
376223,SINGAPORE,0.0
376228,SINGAPORE,0.0
376237,MALAYSIA,0.0
376242,MALAYSIA,1.0
376243,MALAYSIA,0.0
376280,MALAYSIA,0.0
376284,MALAYSIA,0.0
376287,MALAYSIA,0.0
376421,BRAZIL,0.0
376423,BRAZIL,0.0
376434,BRAZIL,0.0
376444,BRAZIL,0.0
376462,BRAZIL,0.0
376478,BRAZIL,0.0
376484,BRAZIL,0.0
376489,BRAZIL,0.0
376493,BRAZIL,0.0
376494,BRAZIL,0.0
376499,BRAZIL,0.0
376513,JAPAN,0.0
376525,BRAZIL,1.0
376527,BRAZIL,0.0
376530,BRAZIL,0.0
376531,BRAZIL,0.0
376534,INDIA,0.0
376543,BRAZIL,0.0
376544,MEXICO,0.0
376551,BRAZIL,0.0
376564,MEXICO,1.0
376578,MEXICO,0.0
376590,MEXICO,0.0
376593,MEXICO,0.0
376594,MEXICO,0.0
376601,BRAZIL,0.0
376625,BRAZIL,0.0
376649,MEXICO,0.0
376663,MEXICO,0.0
376677,MEXICO,0.0
376699,MEXICO,0.0
376706,MEXICO,0.0
376720,MEXICO,0.0
376734,UNITED STATES,0.0
376744,UNITED STATES,0.0
376747,UNITED STATES,0.0
376755,UNITED STATES,0.0
376760,UNITED STATES,0.0
376763,UNITED STATES,0.0
376764,UNITED STATES,0.0
376778,UNITED STATES,0.0
376786,UNITED STATES,0.0
376790,UNITED STATES,0.0
376812,BRAZIL,0.0
376815,BRAZIL,0.0
376837,BRAZIL,0.0
376845,BRAZIL,0.0
376850,BRAZIL,1.0
376862,MEXICO,0.0
376893,BRAZIL,0.0
376905,INDIA,0.0
376933,INDIA,0.0
376962,INDIA,0.0
376967,INDIA,0.0
376994,INDIA,0.0
376999,INDIA,0.0
377050,UNITED KINGDOM,0.0
377052,UNITED KINGDOM,0.0
377062,UNITED KINGDOM,0.0
377133,UNITED KINGDOM,0.0
377150,INDIA,0.0
377155,CHINA,0.0
377181,RUSSIAN FEDERATION,0.0
377185,CHINA,0.0
377207,UNITED STATES,0.0
377208,UNITED STATES,0.0
377213,UNITED STATES,0.0
377221,UNITED STATES,0.0
377234,UNITED STATES,0.0
377252,UNITED STATES,0.0
377271,UNITED STATES,0.0
377278,UNITED STATES,0.0
377283,UNITED STATES,0.0
377288,UNITED STATES,0.0
377291,UNITED STATES,0.0
377292,UNITED STATES,0.0
377306,AUSTRALIA,0.0
377321,FRANCE,0.0
377340,AUSTRALIA,0.0
377342,AUSTRALIA,0.0
377359,SINGAPORE,0.0
377367,AUSTRALIA,0.0
377370,UNITED STATES,0.0
377373,UNITED STATES,0.0
377385,UNITED KINGDOM,0.0
377462,UNITED STATES,0.0
377464,UNITED STATES,0.0
377466,UNITED STATES,0.0
377652,MEXICO,0.0
377659,CHINA,0.0
377687,UNITED KINGDOM,0.0
377745,AUSTRALIA,0.0
377748,AUSTRALIA,1.0
377763,AUSTRALIA,0.0
377783,JAPAN,0.0
377837,AUSTRALIA,0.0
377849,AUSTRALIA,0.0
377906,SINGAPORE,1.0
377909,MALAYSIA,0.0
377954,AUSTRALIA,0.0
377965,MALAYSIA,0.0
377972,UNITED STATES,0.0
377974,AUSTRALIA,1.0
377977,AUSTRALIA,0.0
377984,UNITED STATES,0.0
378000,UNITED STATES,0.0
378001,UNITED STATES,0.0
378013,UNITED STATES,0.0
378020,UNITED STATES,0.0
378033,UNITED STATES,0.0
378044,UNITED STATES,0.0
378052,UNITED STATES,0.0
378058,UNITED STATES,0.0
378061,UNITED STATES,0.0
378062,UNITED STATES,0.0
378063,UNITED STATES,0.0
378065,UNITED STATES,0.0
378084,UNITED STATES,0.0
378086,UNITED STATES,0.0
378093,UNITED STATES,0.0
378100,UNITED STATES,0.0
378103,UNITED STATES,0.0
378107,UNITED STATES,0.0
378114,UNITED STATES,0.0
378122,UNITED STATES,0.0
378127,UNITED STATES,0.0
378135,UNITED STATES,0.0
378136,UNITED STATES,0.0
378137,UNITED STATES,0.0
378145,UNITED STATES,0.0
378156,UNITED STATES,0.0
378157,UNITED STATES,0.0
378158,UNITED STATES,0.0
378163,UNITED STATES,0.0
378175,UNITED STATES,0.0
378179,UNITED STATES,1.0
378181,UNITED STATES,0.0
378196,UNITED STATES,0.0
378197,UNITED STATES,0.0
378205,UNITED STATES,0.0
378220,UNITED STATES,0.0
378242,UNITED STATES,0.0
378248,UNITED STATES,0.0
378265,UNITED STATES,0.0
378275,UNITED STATES,0.0
378279,UNITED STATES,0.0
378302,UNITED STATES,0.0
378306,UNITED STATES,0.0
378307,UNITED STATES,0.0
378317,UNITED STATES,0.0
378321,UNITED STATES,0.0
378323,UNITED STATES,0.0
378337,UNITED STATES,0.0
378338,UNITED STATES,0.0
378339,UNITED STATES,0.0
378342,UNITED STATES,0.0
378343,UNITED STATES,0.0
378348,UNITED STATES,0.0
378385,UNITED STATES,0.0
378386,UNITED STATES,0.0
378400,UNITED STATES,0.0
378407,UNITED STATES,0.0
378409,UNITED STATES,0.0
378421,UNITED STATES,0.0
378432,UNITED STATES,1.0
378435,UNITED STATES,0.0
378437,UNITED STATES,0.0
378441,UNITED STATES,0.0
378447,UNITED STATES,0.0
378462,UNITED STATES,0.0
378464,UNITED STATES,0.0
378467,UNITED STATES,0.0
378484,UNITED STATES,0.0
378485,UNITED STATES,0.0
378486,UNITED STATES,0.0
378488,UNITED STATES,0.0
378513,UNITED STATES,0.0
378529,UNITED STATES,0.0
378538,UNITED STATES,0.0
378540,UNITED STATES,0.0
378556,UNITED STATES,0.0
378557,UNITED STATES,0.0
378570,UNITED STATES,0.0
378574,UNITED STATES,0.0
378589,UNITED STATES,0.0
378596,UNITED STATES,0.0
378601,UNITED STATES,0.0
378618,UNITED STATES,0.0
378629,UNITED STATES,0.0
378639,UNITED STATES,0.0
378645,UNITED STATES,0.0
378657,UNITED STATES,0.0
378663,UNITED STATES,0.0
378679,UNITED STATES,0.0
378684,UNITED STATES,0.0
378692,UNITED STATES,0.0
378693,UNITED STATES,0.0
378695,UNITED STATES,0.0
378703,UNITED STATES,0.0
378705,UNITED STATES,0.0
378706,UNITED STATES,0.0
378722,UNITED STATES,0.0
378725,UNITED STATES,0.0
378729,UNITED STATES,0.0
378730,UNITED STATES,0.0
378739,UNITED STATES,0.0
378741,UNITED STATES,0.0
378743,UNITED STATES,0.0
378745,UNITED STATES,0.0
378746,UNITED STATES,0.0
378748,UNITED STATES,0.0
378778,UNITED STATES,0.0
378779,UNITED STATES,0.0
378787,UNITED STATES,0.0
378814,UNITED STATES,0.0
378818,UNITED STATES,0.0
378820,UNITED STATES,0.0
378830,UNITED STATES,0.0
378832,UNITED STATES,0.0
378834,UNITED STATES,0.0
378835,UNITED STATES,0.0
378843,UNITED STATES,0.0
378861,UNITED STATES,0.0
378866,UNITED STATES,0.0
378868,UNITED STATES,0.0
378890,UNITED STATES,0.0
378895,UNITED STATES,0.0
378904,UNITED STATES,0.0
378908,UNITED STATES,0.0
378916,UNITED STATES,0.0
378917,UNITED STATES,0.0
378925,UNITED STATES,0.0
378932,UNITED STATES,0.0
378939,UNITED STATES,0.0
378941,UNITED STATES,0.0
378943,UNITED STATES,0.0
378947,UNITED STATES,0.0
378950,UNITED STATES,0.0
378956,UNITED STATES,0.0
378957,UNITED STATES,0.0
378961,UNITED STATES,0.0
378963,UNITED STATES,0.0
378970,UNITED STATES,0.0
378984,UNITED STATES,0.0
378990,UNITED STATES,0.0
379001,UNITED STATES,0.0
379015,UNITED STATES,0.0
379022,UNITED KINGDOM,0.0
379023,UNITED KINGDOM,0.0
379027,UNITED STATES,0.0
379035,UNITED STATES,0.0
379039,UNITED STATES,0.0
379041,BELGIUM,0.0
379049,BELGIUM,0.0
379100,UNITED KINGDOM,0.0
379143,UNITED STATES,0.0
379144,UNITED STATES,0.0
379148,UNITED KINGDOM,0.0
379152,UNITED KINGDOM,0.0
379154,UNITED KINGDOM,0.0
379161,UNITED KINGDOM,0.0
379170,UNITED KINGDOM,0.0
379179,UNITED KINGDOM,0.0
379186,MALAYSIA,0.0
379189,BELGIUM,0.0
379211,UNITED STATES,0.0
379217,UNITED STATES,0.0
379218,UNITED STATES,0.0
379227,AUSTRALIA,0.0
379238,UNITED STATES,0.0
379253,UNITED STATES,0.0
379255,UNITED STATES,0.0
379258,UNITED STATES,0.0
379274,UNITED STATES,0.0
379275,UNITED STATES,0.0
379282,UNITED STATES,0.0
379284,UNITED STATES,0.0
379295,UNITED STATES,0.0
379298,UNITED STATES,0.0
379302,UNITED STATES,0.0
379338,UNITED STATES,0.0
379339,INDIA,0.0
379358,UNITED STATES,0.0
379374,UNITED STATES,0.0
379377,JAPAN,0.0
379378,JAPAN,0.0
379382,JAPAN,0.0
379398,UNITED STATES,0.0
379416,UNITED STATES,0.0
379419,UNITED STATES,0.0
379420,UNITED STATES,0.0
379426,UNITED STATES,0.0
379428,UNITED STATES,0.0
379440,UNITED STATES,0.0
379441,UNITED STATES,0.0
379453,UNITED STATES,0.0
379458,UNITED STATES,0.0
379462,UNITED STATES,0.0
379481,UNITED STATES,0.0
379488,UNITED STATES,1.0
379503,UNITED STATES,0.0
379504,UNITED STATES,0.0
379505,GERMANY,1.0
379506,UNITED KINGDOM,0.0
379519,AUSTRALIA,0.0
379544,UNITED STATES,0.0
379547,UNITED STATES,0.0
379574,UNITED STATES,0.0
379594,UNITED STATES,0.0
379598,UNITED STATES,0.0
379600,UNITED STATES,0.0
379601,UNITED STATES,0.0
379616,UNITED STATES,0.0
379623,UNITED STATES,0.0
379653,UNITED STATES,0.0
379656,UNITED STATES,0.0
379663,UNITED STATES,0.0
379671,UNITED STATES,0.0
379672,UNITED STATES,0.0
379693,UNITED STATES,0.0
379696,UNITED STATES,0.0
379697,UNITED STATES,0.0
379704,UNITED STATES,0.0
379708,UNITED STATES,0.0
379728,UNITED STATES,0.0
379732,UNITED STATES,0.0
379733,UNITED STATES,0.0
379743,UNITED STATES,0.0
379746,UNITED STATES,0.0
379747,UNITED STATES,0.0
379749,UNITED STATES,0.0
379762,UNITED STATES,0.0
379768,UNITED STATES,1.0
379771,UNITED STATES,0.0
379790,UNITED STATES,0.0
379800,UNITED STATES,0.0
379861,INDIA,0.0
379863,INDIA,0.0
379871,INDIA,0.0
379886,AUSTRALIA,0.0
379914,INDIA,0.0
379942,UNITED STATES,0.0
379943,UNITED STATES,1.0
379947,INDIA,1.0
379954,AUSTRALIA,0.0
379956,AUSTRALIA,0.0
379967,BRAZIL,0.0
379973,CHINA,0.0
379988,UNITED STATES,0.0
380005,UNITED STATES,0.0
380009,UNITED STATES,0.0
380011,UNITED STATES,0.0
380012,UNITED STATES,0.0
380030,UNITED STATES,0.0
380037,UNITED STATES,0.0
380040,UNITED STATES,0.0
380054,RUSSIAN FEDERATION,0.0
380060,UNITED STATES,0.0
380062,UNITED STATES,0.0
380063,UNITED STATES,0.0
380066,UNITED STATES,0.0
380071,UNITED STATES,0.0
380087,UNITED STATES,0.0
380089,INDIA,0.0
380109,UNITED STATES,0.0
380120,UNITED STATES,0.0
380123,UNITED STATES,0.0
380137,UNITED STATES,0.0
380141,UNITED STATES,0.0
380181,UNITED STATES,0.0
380188,UNITED STATES,0.0
380195,UNITED STATES,0.0
380198,UNITED STATES,0.5
380222,UNITED STATES,0.0
380240,UNITED STATES,0.0
380244,UNITED STATES,0.0
380245,UNITED STATES,0.0
380246,UNITED STATES,0.0
380267,UNITED STATES,0.0
380286,UNITED STATES,0.0
380288,UNITED STATES,0.0
380296,UNITED STATES,0.0
380308,UNITED STATES,0.0
380311,UNITED STATES,0.0
380323,UNITED STATES,0.0
380341,UNITED STATES,0.0
380345,UNITED STATES,0.0
380351,UNITED STATES,0.0
380361,UNITED STATES,1.0
380363,UNITED STATES,0.0
380368,UNITED STATES,0.0
380374,UNITED STATES,0.0
380381,UNITED STATES,0.0
380406,UNITED STATES,0.0
380408,UNITED STATES,0.0
380421,UNITED STATES,0.0
380422,UNITED STATES,0.0
380432,UNITED STATES,0.0
380433,UNITED STATES,0.0
380447,UNITED STATES,0.0
380448,UNITED STATES,0.0
380452,UNITED STATES,0.0
380454,UNITED STATES,0.0
380463,UNITED STATES,0.0
380474,UNITED STATES,0.0
380486,UNITED STATES,1.0
380498,UNITED STATES,0.0
380500,UNITED STATES,0.0
380519,UNITED STATES,0.0
380520,UNITED STATES,0.0
380535,UNITED STATES,0.0
380541,UNITED STATES,0.0
380545,UNITED STATES,0.0
380553,UNITED STATES,0.0
380588,UNITED STATES,0.0
380605,UNITED STATES,0.0
380637,UNITED STATES,0.0
380644,UNITED STATES,0.0
380646,UNITED STATES,0.0
380677,UNITED STATES,0.0
380679,UNITED STATES,0.0
380681,UNITED STATES,0.0
380691,UNITED STATES,0.0
380703,UNITED STATES,0.0
380710,UNITED STATES,0.0
380712,UNITED STATES,0.0
380722,UNITED STATES,0.0
380748,UNITED STATES,0.0
380763,UNITED STATES,0.0
380765,UNITED STATES,0.0
380771,UNITED STATES,1.0
380784,UNITED STATES,0.0
380786,UNITED STATES,0.0
380807,UNITED STATES,0.0
380808,UNITED STATES,0.0
380809,UNITED STATES,0.0
380812,UNITED STATES,0.0
380817,UNITED STATES,0.0
380840,UNITED STATES,0.0
380841,UNITED STATES,0.0
380851,UNITED STATES,1.0
380863,UNITED STATES,0.0
380867,UNITED STATES,0.0
380871,UNITED STATES,0.0
380881,UNITED STATES,0.0
380884,UNITED STATES,0.0
380886,UNITED STATES,0.0
380893,UNITED STATES,0.0
380918,UNITED STATES,0.0
380929,UNITED STATES,0.0
380930,UNITED STATES,0.0
380945,UNITED STATES,0.0
380953,UNITED STATES,0.0
380961,UNITED STATES,0.0
380984,UNITED STATES,0.0
381006,UNITED STATES,0.0
381018,UNITED STATES,0.0
381019,UNITED STATES,0.0
381023,UNITED STATES,0.0
381029,UNITED STATES,0.0
381031,UNITED STATES,0.0
381041,UNITED STATES,0.0
381042,UNITED STATES,0.0
381043,UNITED STATES,0.0
381046,UNITED STATES,0.0
381064,UNITED STATES,0.0
381074,UNITED STATES,0.0
381090,UNITED STATES,0.0
381097,UNITED STATES,0.0
381099,UNITED STATES,0.0
381112,UNITED STATES,0.0
381123,UNITED STATES,0.0
381132,UNITED STATES,0.0
381144,UNITED STATES,0.0
381148,UNITED STATES,0.0
381151,UNITED STATES,0.0
381157,UNITED STATES,0.0
381162,UNITED STATES,0.0
381163,UNITED STATES,0.0
381166,UNITED STATES,0.0
381170,UNITED STATES,0.0
381172,UNITED STATES,0.0
381177,UNITED STATES,0.0
381183,UNITED STATES,0.0
381191,UNITED STATES,0.0
381196,UNITED STATES,0.0
381209,UNITED STATES,0.0
381213,UNITED STATES,0.0
381228,UNITED STATES,0.0
381231,UNITED STATES,0.0
381239,UNITED STATES,0.0
381243,UNITED STATES,0.0
381247,UNITED STATES,0.0
381248,UNITED STATES,0.0
381261,UNITED STATES,0.0
381264,UNITED STATES,0.0
381276,UNITED STATES,0.0
381279,UNITED STATES,0.0
381294,UNITED STATES,0.0
381313,UNITED STATES,0.0
381323,UNITED STATES,0.0
381325,UNITED STATES,0.0
381328,UNITED STATES,0.0
381329,UNITED STATES,1.0
381337,UNITED STATES,0.0
381348,UNITED STATES,0.0
381350,UNITED STATES,1.0
381367,UNITED STATES,0.0
381383,UNITED STATES,0.0
381389,UNITED STATES,0.0
381391,UNITED STATES,0.0
381392,UNITED STATES,0.0
381395,UNITED STATES,0.0
381406,UNITED STATES,0.0
381407,UNITED STATES,0.0
381410,UNITED STATES,0.0
381416,UNITED STATES,0.0
381429,UNITED STATES,0.0
381444,UNITED STATES,0.5
381447,UNITED STATES,0.0
381469,UNITED STATES,0.0
381541,UNITED STATES,0.0
381547,UNITED STATES,0.0
381551,UNITED STATES,0.0
381552,UNITED STATES,1.0
381560,UNITED STATES,0.0
381563,UNITED STATES,0.0
381576,UNITED STATES,0.0
381584,UNITED STATES,0.0
381586,UNITED STATES,0.0
381589,UNITED STATES,0.0
381597,UNITED STATES,0.0
381607,UNITED STATES,0.0
